year,environment_authority,region,department,municipality,category,sector,result
2018,CORPOCALDAS,Cofee belt and Antioquia,Caldas,Salamina,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2018,CORPOCALDAS,Cofee belt and Antioquia,Caldas,Aguadas,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2018,CORPOCALDAS,Cofee belt and Antioquia,Caldas,Anserma,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2018,CORPOCALDAS,Cofee belt and Antioquia,Caldas,Riosucio,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2018,CORPOCALDAS,Cofee belt and Antioquia,Caldas,Riosucio,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2018,CORPOCALDAS,Cofee belt and Antioquia,Caldas,Samaná,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2018,CORPOCALDAS,Cofee belt and Antioquia,Caldas,Manizales,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2018,CORPOCALDAS,Cofee belt and Antioquia,Caldas,Riosucio,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2018,CORPOCALDAS,Cofee belt and Antioquia,Caldas,Salamina,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2018,CORPOCALDAS,Cofee belt and Antioquia,Caldas,Manizales,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2018,CORPOCALDAS,Cofee belt and Antioquia,Caldas,Risaralda,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2018,CORPOCALDAS,Cofee belt and Antioquia,Caldas,Manizales,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2018,CORPOCALDAS,Cofee belt and Antioquia,Caldas,Chinchiná,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2018,CORPOCALDAS,Cofee belt and Antioquia,Caldas,Victoria,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2018,CORPOCALDAS,Cofee belt and Antioquia,Caldas,Manizales,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2018,CORPOCALDAS,Cofee belt and Antioquia,Caldas,Victoria,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2018,CORPOCALDAS,Cofee belt and Antioquia,Caldas,Victoria,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2018,CORPOCALDAS,Cofee belt and Antioquia,Caldas,Riosucio,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2018,CORPOCALDAS,Cofee belt and Antioquia,Caldas,Manzanares,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2018,CORPOCALDAS,Cofee belt and Antioquia,Caldas,Victoria,Sustainable goods and services from natural resources,Biocommerce,Advanced
2018,CORPOCALDAS,Cofee belt and Antioquia,Caldas,Chinchiná,Sustainable goods and services from natural resources,Biocommerce,Advanced
2018,CORPOCALDAS,Cofee belt and Antioquia,Caldas,Neira,Sustainable goods and services from natural resources,Restoration businesses,Satisfactory
2018,CORPOCALDAS,Cofee belt and Antioquia,Caldas,Palestina,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2018,CORPOCALDAS,Cofee belt and Antioquia,Caldas,Manizales,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2018,CORPOCALDAS,Cofee belt and Antioquia,Caldas,Manzanares,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2018,CORPOCESAR,Caribbean,Cesar,Valledupar,Industrial eco-products,Sustainable construction,Satisfactory
2018,CORPOCESAR,Caribbean,Cesar,Pueblo Bello,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2018,CORPOCESAR,Caribbean,Cesar,Valledupar,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2018,CORPOCESAR,Caribbean,Cesar,Pailitas,Sustainable goods and services from natural resources,Restoration businesses,Intermediate
2018,CORPOCESAR,Caribbean,Cesar,Curumaní,Industrial eco-products,Sustainable construction,Satisfactory
2018,CORPOCESAR,Caribbean,Cesar,Valledupar,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2018,CORPOURABÁ,Cofee belt and Antioquia,Antioquia,Chigorodó,Industrial eco-products,Waste recovery and valorization,Basic
2018,CORPOCESAR,Caribbean,Cesar,Valledupar,Industrial eco-products,Other sustainable green goods and services,Ideal
2018,CORPOCESAR,Caribbean,Cesar,Valledupar,Industrial eco-products,Waste recovery and valorization,Ideal
2018,CORPOCESAR,Caribbean,Cesar,Pueblo Bello,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2018,CORPOCESAR,Caribbean,Cesar,Valledupar,Sustainable goods and services from natural resources,Sustainable agrosystems,Ideal
2018,CORPOCESAR,Caribbean,Cesar,Valledupar,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2018,CORPOCESAR,Caribbean,Cesar,Valledupar,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2018,CORPOCESAR,Caribbean,Cesar,Valledupar,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2018,CORPOCESAR,Caribbean,Cesar,Pailitas,Industrial eco-products,Waste recovery and valorization,Intermediate
2018,CORPOCESAR,Caribbean,Cesar,Pueblo Bello,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2018,CORPOCESAR,Caribbean,Cesar,Valledupar,Industrial eco-products,Waste recovery and valorization,Satisfactory
2018,CORPOGUAJIRA,Caribbean,La Guajira,Barrancas,Sustainable goods and services from natural resources,Sustainable agrosystems,Basic
2018,CORPOCESAR,Caribbean,Cesar,Valledupar,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2018,CORPOGUAJIRA,Caribbean,La Guajira,Barrancas,Sustainable goods and services from natural resources,Sustainable agrosystems,Basic
2018,CORPOGUAJIRA,Caribbean,La Guajira,Dibulla,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2018,CORPOGUAJIRA,Caribbean,La Guajira,Barrancas,Industrial eco-products,Waste recovery and valorization,Intermediate
2018,CORPOGUAJIRA,Caribbean,La Guajira,Riohacha,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2018,CORPOGUAJIRA,Caribbean,La Guajira,Fonseca,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2018,CORPOGUAJIRA,Caribbean,La Guajira,Dibulla,Sustainable goods and services from natural resources,Biocommerce,Basic
2018,CORPOGUAJIRA,Caribbean,La Guajira,Dibulla,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2018,CORPOGUAJIRA,Caribbean,La Guajira,Dibulla,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2018,CORPOGUAJIRA,Caribbean,La Guajira,Dibulla,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2018,CORPOGUAJIRA,Caribbean,La Guajira,Dibulla,Sustainable goods and services from natural resources,Sustainable agrosystems,Basic
2018,CORPOGUAVIO,Central,Cundinamarca,Gachalá,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2018,CORPOGUAVIO,Central,Cundinamarca,Fómeque,Industrial eco-products,Waste recovery and valorization,Satisfactory
2018,CORPOGUAVIO,Central,Cundinamarca,Fómeque,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2018,CORPOGUAVIO,Central,Cundinamarca,Gachalá,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2018,CORPONARIÑO,Pacific,Nariño,Colón,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2018,CORPONARIÑO,Pacific,Nariño,Buesaco,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2018,CORPONARIÑO,Pacific,Nariño,Pasto,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2018,CORPONARIÑO,Pacific,Nariño,Pasto,Sustainable goods and services from natural resources,Sustainable agrosystems,Advanced
2018,CORPONARIÑO,Pacific,Nariño,La Cruz,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2018,CORPONARIÑO,Pacific,Nariño,San Pablo,Sustainable goods and services from natural resources,Sustainable agrosystems,Ideal
2018,CORPONARIÑO,Pacific,Nariño,Pasto,Industrial eco-products,Other sustainable green goods and services,Ideal
2018,CORPONARIÑO,Pacific,Nariño,Córdoba,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2018,CORPONARIÑO,Pacific,Nariño,Albán,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2018,CORPONOR,Santanderes,Norte De Santander,San José de Cúcuta,Sustainable goods and services from natural resources,Sustainable agroindustry,Basic
2018,CORPONOR,Santanderes,Norte De Santander,Los Patios,Industrial eco-products,Waste recovery and valorization,Advanced
2018,CORPONOR,Santanderes,Norte De Santander,Ocaña,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2018,CORPONOR,Santanderes,Norte De Santander,Santiago,Sustainable goods and services from natural resources,Sustainable agroindustry,Basic
2018,CORPONOR,Santanderes,Norte De Santander,Sardinata,Industrial eco-products,Waste recovery and valorization,Satisfactory
2018,CORPONOR,Santanderes,Norte De Santander,Puerto Santander,Sustainable goods and services from natural resources,Sustainable agroindustry,Intermediate
2018,CORPONOR,Santanderes,Norte De Santander,Arboledas,Sustainable goods and services from natural resources,Sustainable agroindustry,Basic
2018,CORPONOR,Santanderes,Norte De Santander,San José de Cúcuta,Industrial eco-products,Non-conventional renewable energy sources,Satisfactory
2018,CORPONOR,Santanderes,Norte De Santander,Chinácota,Sustainable goods and services from natural resources,Sustainable agroindustry,Basic
2018,CORPONOR,Santanderes,Norte De Santander,Gramalote,Sustainable goods and services from natural resources,Sustainable agroindustry,Basic
2018,CORPONOR,Santanderes,Norte De Santander,Mutiscua,Sustainable goods and services from natural resources,Sustainable agroindustry,Intermediate
2018,CORPONOR,Santanderes,Norte De Santander,Toledo,Sustainable goods and services from natural resources,Sustainable agroindustry,Intermediate
2018,CSB,Caribbean,Bolívar,Santa Rosa del Sur,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2018,CORPONOR,Santanderes,Norte De Santander,Villa del Rosario,Sustainable goods and services from natural resources,Sustainable agrosystems,Basic
2018,CORPONOR,Santanderes,Norte De Santander,Pamplona,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2018,CORPONOR,Santanderes,Norte De Santander,Cáchira,Sustainable goods and services from natural resources,Sustainable agroindustry,Basic
2018,CORPONOR,Santanderes,Norte De Santander,San José de Cúcuta,Sustainable goods and services from natural resources,Sustainable agroindustry,Basic
2018,CORPONOR,Santanderes,Norte De Santander,Villa del Rosario,Industrial eco-products,Waste recovery and valorization,Advanced
2018,CORPORINOQUÍA,NA,Casanare,Aguazul,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2018,CORPORINOQUÍA,NA,Casanare,Tauramena,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2018,CORPORINOQUÍA,NA,Casanare,Aguazul,Sustainable goods and services from natural resources,Sustainable agroindustry,Intermediate
2018,CORPORINOQUÍA,NA,Casanare,Aguazul,Sustainable goods and services from natural resources,Sustainable agroindustry,Basic
2018,CORPORINOQUÍA,NA,Casanare,Aguazul,Sustainable goods and services from natural resources,Sustainable agroindustry,Intermediate
2018,CORPORINOQUÍA,NA,Casanare,Tauramena,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2018,CORPORINOQUÍA,NA,Casanare,Tauramena,Sustainable goods and services from natural resources,Sustainable agroindustry,Intermediate
2018,CORPOURABÁ,Cofee belt and Antioquia,Antioquia,San Juan de Urabá,Sustainable goods and services from natural resources,Sustainable agroindustry,Intermediate
2018,CORPOURABÁ,Cofee belt and Antioquia,Antioquia,Cañasgordas,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2018,CORPOURABÁ,Cofee belt and Antioquia,Antioquia,Abriaquí,Industrial eco-products,Waste recovery and valorization,Intermediate
2018,CORPOURABÁ,Cofee belt and Antioquia,Antioquia,Arboletes,Sustainable goods and services from natural resources,Sustainable agroindustry,Intermediate
2018,CORPOURABÁ,Cofee belt and Antioquia,Antioquia,San Juan de Urabá,Sustainable goods and services from natural resources,Sustainable agroindustry,Intermediate
2018,CORPOURABÁ,Cofee belt and Antioquia,Antioquia,Turbo,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2018,CORPOURABÁ,Cofee belt and Antioquia,Antioquia,Apartadó,Industrial eco-products,Waste recovery and valorization,Ideal
2018,CORPOURABÁ,Cofee belt and Antioquia,Antioquia,Urrao,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2018,CORPOURABÁ,Cofee belt and Antioquia,Antioquia,Necoclí,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2018,CORPOURABÁ,Cofee belt and Antioquia,Antioquia,Necoclí,Industrial eco-products,Waste recovery and valorization,Intermediate
2018,CORPOURABÁ,Cofee belt and Antioquia,Antioquia,Necoclí,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2018,CORPOURABÁ,Cofee belt and Antioquia,Antioquia,Urrao,Sustainable goods and services from natural resources,Sustainable agroindustry,Advanced
2018,CORTOLIMA,Central,Tolima,Ortega,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,SDA,Central,Cundinamarca,"Bogotá, D.C.",Industrial eco-products,Waste recovery and valorization,Satisfactory
2018,CORPOURABÁ,Cofee belt and Antioquia,Antioquia,Apartadó,Industrial eco-products,Waste recovery and valorization,Satisfactory
2018,CORPOURABÁ,Cofee belt and Antioquia,Antioquia,Apartadó,Industrial eco-products,Waste recovery and valorization,Intermediate
2018,CORTOLIMA,Central,Tolima,San Sebastián de Mariquita,Sustainable goods and services from natural resources,Biocommerce,Ideal
2018,CORTOLIMA,Central,Tolima,Planadas,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2018,CORTOLIMA,Central,Tolima,Chaparral,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2018,CORTOLIMA,Central,Tolima,Planadas,Sustainable goods and services from natural resources,Sustainable agroindustry,Advanced
2018,CSB,Caribbean,Bolívar,Pinillos,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2018,CVS,Caribbean,Córdoba,Moñitos,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2018,CORTOLIMA,Central,Tolima,San Sebastián de Mariquita,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2018,CORTOLIMA,Central,Tolima,Chaparral,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2018,CORTOLIMA,Central,Tolima,San Sebastián de Mariquita,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2018,CORTOLIMA,Central,Tolima,San Luis,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2018,CORTOLIMA,Central,Tolima,Planadas,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
